datetime;W
20160228:0155;0
20160228:0255;0
20160228:0355;0
20160228:0455;0
20160228:0555;0
20160228:0655;298,83
20160228:0755;7604,7
20160228:0855;18229,74
20160228:0955;27434,2
20160228:1055;33586,37
20160228:1155;35744,18
20160228:1255;33978,86
20160228:1355;21678,57
20160228:1455;10173,24
20160228:1555;4148,63
20160228:1655;1498,05
20160228:1755;0
20160228:1855;0
20160228:1955;0
20160228:2055;0
20160228:2155;0
20160228:2255;0
20160228:2355;0
20160229:0055;0
20160229:0155;0
20160229:0255;0
20160229:0355;0
20160229:0455;0
20160229:0555;0
20160229:0655;431,2
20160229:0755;8767,66
20160229:0855;19758,43
20160229:0955;29131,58
20160229:1055;35009,7
20160229:1155;37193,31
20160229:1255;35492,14
20160229:1355;30047,58
20160229:1455;21550,59
20160229:1555;11037,01
20160229:1655;1616,97
20160229:1755;0
20160229:1855;0
20160229:1955;0
20160229:2055;0
20160229:2155;0
20160229:2255;0
20160229:2355;0
20160301:0055;0
20160301:0155;0
20160301:0255;0
20160301:0355;0
20160301:0455;0
20160301:0555;0
20160301:0655;185,88
20160301:0755;3059,42
20160301:0855;5837,2
20160301:0955;8583,8
20160301:1055;8111,03
20160301:1155;10826,53
20160301:1255;8924,19
20160301:1355;5367,62
20160301:1455;3884,43
20160301:1555;222,78
20160301:1655;0
20160301:1755;0
20160301:1855;0
20160301:1955;0
20160301:2055;0
20160301:2155;0
20160301:2255;0
20160301:2355;0
20160302:0055;0
20160302:0155;0
20160302:0255;0
20160302:0355;0
20160302:0455;0
20160302:0555;0
20160302:0655;672,84
20160302:0755;3090,21
20160302:0855;12693,09
20160302:0955;28170,78
20160302:1055;35090,56
20160302:1155;29191,49
20160302:1255;8814,04
20160302:1355;29666,74
20160302:1455;6701,14
20160302:1555;5117,72
20160302:1655;1464,42
20160302:1755;0
20160302:1855;0
20160302:1955;0
20160302:2055;0
20160302:2155;0
20160302:2255;0
20160302:2355;0
20160303:0055;0
20160303:0155;0
20160303:0255;0
20160303:0355;0
20160303:0455;0
20160303:0555;0
20160303:0655;774,31
20160303:0755;7231,45
20160303:0855;15583,34
20160303:0955;27863,77
20160303:1055;16585,43
20160303:1155;11884,3
20160303:1255;27762,06
20160303:1355;28653,66
20160303:1455;21909
20160303:1555;11983,78
20160303:1655;2389,94
20160303:1755;0
20160303:1855;0
20160303:1955;0
20160303:2055;0
20160303:2155;0
20160303:2255;0
20160303:2355;0
20160304:0055;0
20160304:0155;0
20160304:0255;0
20160304:0355;0
20160304:0455;0
20160304:0555;0
20160304:0655;0
20160304:0755;36,1
20160304:0855;4635,4
20160304:0955;25150,8
20160304:1055;35149,24
20160304:1155;12030,69
20160304:1255;16147,07
20160304:1355;15820,41
20160304:1455;6062,3
20160304:1555;6797,74
20160304:1655;386,46
20160304:1755;0
20160304:1855;0
20160304:1955;0
20160304:2055;0
20160304:2155;0
20160304:2255;0
20160304:2355;0
20160305:0055;0
20160305:0155;0
20160305:0255;0
20160305:0355;0
20160305:0455;0
20160305:0555;0
20160305:0655;0
20160305:0755;2070,93
20160305:0855;7543,1
20160305:0955;11857,62
20160305:1055;22633,13
20160305:1155;28718,84
20160305:1255;29893,13
20160305:1355;31753,06
20160305:1455;23329,38
20160305:1555;12643,18
20160305:1655;1922,48
20160305:1755;0
20160305:1855;0
20160305:1955;0
20160305:2055;0
20160305:2155;0
20160305:2255;0
20160305:2355;0
20160306:0055;0
20160306:0155;0
20160306:0255;0
20160306:0355;0
20160306:0455;0
20160306:0555;0
20160306:0655;1315,91
20160306:0755;8554,15
20160306:0855;21960,05
20160306:0955;25921,34
20160306:1055;26971,8
20160306:1155;9706,37
20160306:1255;28444,36
20160306:1355;23882,18
20160306:1455;23027,63
20160306:1555;105,06
20160306:1655;2950,45
20160306:1755;0
20160306:1855;0
20160306:1955;0
20160306:2055;0
20160306:2155;0
20160306:2255;0
20160306:2355;0
20160307:0055;0
20160307:0155;0
20160307:0255;0
20160307:0355;0
20160307:0455;0
20160307:0555;0
20160307:0655;453,58
20160307:0755;3877,43
20160307:0855;15370,34
20160307:0955;12545,76
20160307:1055;13514,44
20160307:1155;24292,92
20160307:1255;5128,8
20160307:1355;4858,37
20160307:1455;7420,67
20160307:1555;2988,19
20160307:1655;3257,65
20160307:1755;0
20160307:1855;0
20160307:1955;0
20160307:2055;0
20160307:2155;0
20160307:2255;0
20160307:2355;0
20160308:0055;0
20160308:0155;0
20160308:0255;0
20160308:0355;0
20160308:0455;0
20160308:0555;0
20160308:0655;1734,19
20160308:0755;8145,04
20160308:0855;17378,28
20160308:0955;31237,8
20160308:1055;36557,57
20160308:1155;21409,07
20160308:1255;17591,13
20160308:1355;19779,03
20160308:1455;9758,65
20160308:1555;9401,63
20160308:1655;3387,47
20160308:1755;0
20160308:1855;0
20160308:1955;0
20160308:2055;0
20160308:2155;0
20160308:2255;0
20160308:2355;0
20160309:0055;0
20160309:0155;0
20160309:0255;0
20160309:0355;0
20160309:0455;0
20160309:0555;0
20160309:0655;431,75
20160309:0755;4189,89
20160309:0855;3015,91
20160309:0955;8009,44
20160309:1055;11565,25
20160309:1155;23154,11
20160309:1255;21197,29
20160309:1355;13193,2
20160309:1455;13498,16
20160309:1555;11258,65
20160309:1655;3549,59
20160309:1755;0
20160309:1855;0
20160309:1955;0
20160309:2055;0
20160309:2155;0
20160309:2255;0
20160309:2355;0
20160310:0055;0
20160310:0155;0
20160310:0255;0
20160310:0355;0
20160310:0455;0
20160310:0555;0
20160310:0655;2067,4
20160310:0755;3479,76
20160310:0855;6571,23
20160310:0955;18018,36
20160310:1055;21512,22
20160310:1155;13613,67
20160310:1255;11375,4
20160310:1355;7233,55
20160310:1455;6757,01
20160310:1555;2924,7
20160310:1655;806,71
20160310:1755;0
20160310:1855;0
20160310:1955;0
20160310:2055;0
20160310:2155;0
20160310:2255;0
20160310:2355;0
20160311:0055;0
20160311:0155;0
20160311:0255;0
20160311:0355;0
20160311:0455;0
20160311:0555;0
20160311:0655;2819,39
20160311:0755;13067,78
20160311:0855;24175,05
20160311:0955;32972,07
20160311:1055;38296,72
20160311:1155;39604,28
20160311:1255;38405,22
20160311:1355;33291,87
20160311:1455;25030,49
20160311:1555;14415,66
20160311:1655;4042,27
20160311:1755;0
20160311:1855;0
20160311:1955;0
20160311:2055;0
20160311:2155;0
20160311:2255;0
20160311:2355;0
20160312:0055;0
20160312:0155;0
20160312:0255;0
20160312:0355;0
20160312:0455;0
20160312:0555;0
20160312:0655;3082,69
20160312:0755;13442,71
20160312:0855;24477,46
20160312:0955;33139,44
20160312:1055;38542,56
20160312:1155;40378,96
20160312:1255;38627,16
20160312:1355;33595,51
20160312:1455;25365,69
20160312:1555;14738,05
20160312:1655;4285,25
20160312:1755;0
20160312:1855;0
20160312:1955;0
20160312:2055;0
20160312:2155;0
20160312:2255;0
20160312:2355;0
20160313:0055;0
20160313:0155;0
20160313:0255;0
20160313:0355;0
20160313:0455;0
20160313:0555;0
20160313:0655;3467,99
20160313:0755;14266,82
20160313:0855;25741,25
20160313:0955;34846,07
20160313:1055;40074,82
20160313:1155;41957,67
20160313:1255;40103,6
20160313:1355;34313,7
20160313:1455;25799,93
20160313:1555;14989,06
20160313:1655;4456,93
20160313:1755;0
20160313:1855;0
20160313:1955;0
20160313:2055;0
20160313:2155;0
20160313:2255;0
20160313:2355;0
20160314:0055;0
20160314:0155;0
20160314:0255;0
20160314:0355;0
20160314:0455;0
20160314:0555;0
20160314:0655;3712,62
20160314:0755;14635,58
20160314:0855;26147,2
20160314:0955;35313,43
20160314:1055;34690,22
20160314:1155;20981,77
20160314:1255;23192,12
20160314:1355;16102,43
20160314:1455;11862,46
20160314:1555;6825,81
20160314:1655;3580,38
20160314:1755;0
20160314:1855;0
20160314:1955;0
20160314:2055;0
20160314:2155;0
20160314:2255;0
20160314:2355;0
20160315:0055;0
20160315:0155;0
20160315:0255;0
20160315:0355;0
20160315:0455;0
20160315:0555;0
20160315:0655;4004,5
20160315:0755;14901,7
20160315:0855;26115,48
20160315:0955;34849,43
20160315:1055;39856,79
20160315:1155;41605,85
20160315:1255;39756,12
20160315:1355;34367,23
20160315:1455;26119,1
20160315:1555;14644,59
20160315:1655;1851,61
20160315:1755;0
20160315:1855;0
20160315:1955;0
20160315:2055;0
20160315:2155;0
20160315:2255;0
20160315:2355;0
20160316:0055;0
20160316:0155;0
20160316:0255;0
20160316:0355;0
20160316:0455;0
20160316:0555;0
20160316:0655;4318,29
20160316:0755;15371,76
20160316:0855;26861,58
20160316:0955;33420,5
20160316:1055;12451,06
20160316:1155;14428,85
20160316:1255;12208,97
20160316:1355;15901,23
20160316:1455;7756,19
20160316:1555;6389,74
20160316:1655;2466,53
20160316:1755;0
20160316:1855;0
20160316:1955;0
20160316:2055;0
20160316:2155;0
20160316:2255;0
20160316:2355;0
20160317:0055;0
20160317:0155;0
20160317:0255;0
20160317:0355;0
20160317:0455;0
20160317:0555;0
20160317:0655;4586,18
20160317:0755;15713,07
20160317:0855;26963,37
20160317:0955;35724,98
20160317:1055;40983,41
20160317:1155;42633,46
20160317:1255;40679,99
20160317:1355;35410,34
20160317:1455;27032,98
20160317:1555;16302,06
20160317:1655;5509,82
20160317:1755;0
20160317:1855;0
20160317:1955;0
20160317:2055;0
20160317:2155;0
20160317:2255;0
20160317:2355;0
20160318:0055;0
20160318:0155;0
20160318:0255;0
20160318:0355;0
20160318:0455;0
20160318:0555;0
20160318:0655;5075,97
20160318:0755;16384,87
20160318:0855;24901,93
20160318:0955;31317,15
20160318:1055;41102,14
20160318:1155;42645,44
20160318:1255;40671
20160318:1355;35640,28
20160318:1455;27465,5
20160318:1555;16746,51
20160318:1655;5765,44
20160318:1755;0
20160318:1855;0
20160318:1955;0
20160318:2055;0
20160318:2155;0
20160318:2255;0
20160318:2355;0
20160319:0055;0
20160319:0155;0
20160319:0255;0
20160319:0355;0
20160319:0455;0
20160319:0555;0
20160319:0655;914,96
20160319:0755;3590,32
20160319:0855;6072,43
20160319:0955;8242,18
20160319:1055;9571,89
20160319:1155;12472,04
20160319:1255;13018,35
20160319:1355;12862,3
20160319:1455;8543,26
20160319:1555;6573,95
20160319:1655;2255,65
20160319:1755;0
20160319:1855;0
20160319:1955;0
20160319:2055;0
20160319:2155;0
20160319:2255;0
20160319:2355;0
20160320:0055;0
20160320:0155;0
20160320:0255;0
20160320:0355;0
20160320:0455;0
20160320:0555;0
20160320:0655;2213,48
20160320:0755;5971,67
20160320:0855;8072,71
20160320:0955;12016,11
20160320:1055;19360,49
20160320:1155;16633,11
20160320:1255;14643,49
20160320:1355;12186,76
20160320:1455;8010,57
20160320:1555;4502,95
20160320:1655;1343,09
20160320:1755;0
20160320:1855;0
20160320:1955;0
20160320:2055;0
20160320:2155;0
20160320:2255;0
20160320:2355;0
20160321:0055;0
20160321:0155;0
20160321:0255;0
20160321:0355;0
20160321:0455;0
20160321:0555;0
20160321:0655;4480,08
20160321:0755;16166,75
20160321:0855;27796,48
20160321:0955;32245,03
20160321:1055;16432,3
20160321:1155;16514,23
20160321:1255;13622,8
20160321:1355;14935,65
20160321:1455;15099,83
20160321:1555;3916,37
20160321:1655;4229,91
20160321:1755;0
20160321:1855;0
20160321:1955;0
20160321:2055;0
20160321:2155;0
20160321:2255;0
20160321:2355;0
20160322:0055;0
20160322:0155;0
20160322:0255;0
20160322:0355;0
20160322:0455;0
20160322:0555;0
20160322:0655;5450,01
20160322:0755;17685,44
20160322:0855;27604,53
20160322:0955;26179,49
20160322:1055;34558,9
20160322:1155;38643,24
20160322:1255;42751,58
20160322:1355;37304,82
20160322:1455;28845,01
20160322:1555;17285,4
20160322:1655;6183,74
20160322:1755;0
20160322:1855;0
20160322:1955;0
20160322:2055;0
20160322:2155;0
20160322:2255;0
20160322:2355;0
20160323:0055;0
20160323:0155;0
20160323:0255;0
20160323:0355;0
20160323:0455;0
20160323:0555;0
20160323:0655;3044,02
20160323:0755;8694,7
20160323:0855;29368,79
20160323:0955;23001,24
20160323:1055;19227,5
20160323:1155;14158,97
20160323:1255;15542,05
20160323:1355;12371,77
20160323:1455;10776,64
20160323:1555;13921,63
20160323:1655;3442,91
20160323:1755;0
20160323:1855;0
20160323:1955;0
20160323:2055;0
20160323:2155;0
20160323:2255;0
20160323:2355;0
20160324:0055;0
20160324:0155;0
20160324:0255;0
20160324:0355;0
20160324:0455;0
20160324:0555;0
20160324:0655;2422,71
20160324:0755;11106,95
20160324:0855;19470,86
20160324:0955;17518,81
20160324:1055;17837,82
20160324:1155;17734,84
20160324:1255;18139,05
20160324:1355;15733,58
20160324:1455;11563,85
20160324:1555;12665,47
20160324:1655;1726,38
20160324:1755;11,07
20160324:1855;0
20160324:1955;0
20160324:2055;0
20160324:2155;0
20160324:2255;0
20160324:2355;0
20160325:0055;0
20160325:0155;0
20160325:0255;0
20160325:0355;0
20160325:0455;0
20160325:0555;0
20160325:0655;0
20160325:0755;10282,56
20160325:0855;9572,08
20160325:0955;18480,27
20160325:1055;15307,08
20160325:1155;15231,38
20160325:1255;34716,48
20160325:1355;27072,03
20160325:1455;24442,68
20160325:1555;10906,38
20160325:1655;1943,09
20160325:1755;80,76
20160325:1855;0
20160325:1955;0
20160325:2055;0
20160325:2155;0
20160325:2255;0
20160325:2355;0
20160326:0055;0
20160326:0155;0
20160326:0255;0
20160326:0355;0
20160326:0455;0
20160326:0555;130,53
20160326:0655;2251,44
20160326:0755;9083,54
20160326:0855;20184,95
20160326:0955;20416,96
20160326:1055;24962,15
20160326:1155;30840,14
20160326:1255;22590,04
20160326:1355;13978,52
20160326:1455;7611,52
20160326:1555;7488,38
20160326:1655;4128,89
20160326:1755;269,45
20160326:1855;0
20160326:1955;0
20160326:2055;0
20160326:2155;0
20160326:2255;0
20160326:2355;0
20160327:0055;0
20160327:0155;0
20160327:0255;0
20160327:0355;0
20160327:0455;0
20160327:0555;180,18
20160327:0655;6377,59
20160327:0755;12961,88
20160327:0855;31241,49
20160327:0955;35226,43
20160327:1055;42920,78
20160327:1155;39351,54
20160327:1255;44311,66
20160327:1355;38568,49
20160327:1455;28640,88
20160327:1555;10339,09
20160327:1655;7871,92
20160327:1755;212,68
20160327:1855;0
20160327:1955;0
20160327:2055;0
20160327:2155;0
20160327:2255;0
20160327:2355;0
20160328:0055;0
20160328:0155;0
20160328:0255;0
20160328:0355;0
20160328:0455;0
20160328:0555;216,56
20160328:0655;9,87
20160328:0755;3083,36
20160328:0855;31301,45
20160328:0955;20473,95
20160328:1055;12872,24
20160328:1155;45360,42
20160328:1255;23574,93
20160328:1355;39655,38
20160328:1455;25543,01
20160328:1555;19961,43
20160328:1655;4812,98
20160328:1755;0
20160328:1855;0
20160328:1955;0
20160328:2055;0
20160328:2155;0
20160328:2255;0
20160328:2355;0
20160329:0055;0
20160329:0155;0
20160329:0255;0
20160329:0355;0
20160329:0455;0
20160329:0555;413,45
20160329:0655;8792,73
20160329:0755;20813,56
20160329:0855;31506,08
20160329:0955;36929,95
20160329:1055;34493,14
20160329:1155;44383,3
20160329:1255;31275,72
20160329:1355;18409,49
20160329:1455;19620,4
20160329:1555;6963,67
20160329:1655;2191,68
20160329:1755;0
20160329:1855;0
20160329:1955;0
20160329:2055;0
20160329:2155;0
20160329:2255;0
20160329:2355;0
20160330:0055;0
20160330:0155;0
20160330:0255;0
20160330:0355;0
20160330:0455;0
20160330:0555;566,97
20160330:0655;6623,05
20160330:0755;5868,9
20160330:0855;12741,45
20160330:0955;15918,63
20160330:1055;25376,33
20160330:1155;24371,5
20160330:1255;12974,6
20160330:1355;11714,66
20160330:1455;6457,07
20160330:1555;3455,36
20160330:1655;3184,74
20160330:1755;61
20160330:1855;0
20160330:1955;0
20160330:2055;0
20160330:2155;0
20160330:2255;0
20160330:2355;0
20160331:0055;0
20160331:0155;0
20160331:0255;0
20160331:0355;0
20160331:0455;0
20160331:0555;731,14
20160331:0655;31,45
20160331:0755;1619,05
20160331:0855;16996,23
20160331:0955;10676,65
20160331:1055;6798,14
20160331:1155;3999,34
20160331:1255;6638,65
20160331:1355;7123,77
20160331:1455;3109,81
20160331:1555;2606,9
20160331:1655;664,35
20160331:1755;0
20160331:1855;0
20160331:1955;0
20160331:2055;0
20160331:2155;0
20160331:2255;0
20160331:2355;0
20160401:0055;0
20160401:0155;0
20160401:0255;0
20160401:0355;0
20160401:0455;0
20160401:0555;570,34
20160401:0655;5053,41
20160401:0755;11893,69
20160401:0855;18481,55
20160401:0955;42146,86
20160401:1055;47163,3
20160401:1155;48410,21
20160401:1255;46186,24
20160401:1355;34902,99
20160401:1455;18589,73
20160401:1555;12293,96
20160401:1655;4576,3
20160401:1755;468,26
20160401:1855;0
20160401:1955;0
20160401:2055;0
20160401:2155;0
20160401:2255;0
20160401:2355;0
20160402:0055;0
20160402:0155;0
20160402:0255;0
20160402:0355;0
20160402:0455;0
20160402:0555;971,47
20160402:0655;1884,91
20160402:0755;6208,83
20160402:0855;14240,51
20160402:0955;23819,4
20160402:1055;19069,35
20160402:1155;18287,75
20160402:1255;12440,21
20160402:1355;3986,99
20160402:1455;722,53
20160402:1555;4502,69
20160402:1655;34,89
20160402:1755;0
20160402:1855;0
20160402:1955;0
20160402:2055;0
20160402:2155;0
20160402:2255;0
20160402:2355;0
20160403:0055;0
20160403:0155;0
20160403:0255;0
20160403:0355;0
20160403:0455;0
20160403:0555;1069,97
20160403:0655;10420,73
20160403:0755;22229,79
20160403:0855;32799,58
20160403:0955;40727,07
20160403:1055;45630,22
20160403:1155;46841,02
20160403:1255;40146,5
20160403:1355;10972,13
20160403:1455;26220,06
20160403:1555;7339,99
20160403:1655;1350,6
20160403:1755;757,13
20160403:1855;0
20160403:1955;0
20160403:2055;0
20160403:2155;0
20160403:2255;0
20160403:2355;0
20160404:0055;0
20160404:0155;0
20160404:0255;0
20160404:0355;0
20160404:0455;0
20160404:0555;927,1
20160404:0655;10965,89
20160404:0755;22442,15
20160404:0855;19074,54
20160404:0955;31720,8
20160404:1055;43227,08
20160404:1155;41943,68
20160404:1255;42147,95
20160404:1355;35160,24
20160404:1455;24309,75
20160404:1555;16002,64
20160404:1655;49,99
20160404:1755;67,05
20160404:1855;0
20160404:1955;0
20160404:2055;0
20160404:2155;0
20160404:2255;0
20160404:2355;0
20160405:0055;0
20160405:0155;0
20160405:0255;0
20160405:0355;0
20160405:0455;0
20160405:0555;1414,26
20160405:0655;9583,05
20160405:0755;8637,7
20160405:0855;30233,05
20160405:0955;40910,84
20160405:1055;46483,42
20160405:1155;38383,14
20160405:1255;46183,74
20160405:1355;41280,5
20160405:1455;33126,43
20160405:1555;22352,86
20160405:1655;9775,32
20160405:1755;1019,89
20160405:1855;0
20160405:1955;0
20160405:2055;0
20160405:2155;0
20160405:2255;0
20160405:2355;0
20160406:0055;0
20160406:0155;0
20160406:0255;0
20160406:0355;0
20160406:0455;0
20160406:0555;1631,05
20160406:0655;12067,58
20160406:0755;24523,16
20160406:0855;35527,24
20160406:0955;43837,55
20160406:1055;48099,88
20160406:1155;24323,99
20160406:1255;34087,33
20160406:1355;9771,27
20160406:1455;10062,98
20160406:1555;9407,9
20160406:1655;159,84
20160406:1755;110,85
20160406:1855;0
20160406:1955;0
20160406:2055;0
20160406:2155;0
20160406:2255;0
20160406:2355;0
20160407:0055;0
20160407:0155;0
20160407:0255;0
20160407:0355;0
20160407:0455;0
20160407:0555;1865,72
20160407:0655;12793,36
20160407:0755;25376,43
20160407:0855;29283,65
20160407:0955;43630,98
20160407:1055;11430,12
20160407:1155;47720,48
20160407:1255;20630,41
20160407:1355;42031,43
20160407:1455;11055,08
20160407:1555;23859,06
20160407:1655;6898,35
20160407:1755;1344,55
20160407:1855;0
20160407:1955;0
20160407:2055;0
20160407:2155;0
20160407:2255;0
20160407:2355;0
20160408:0055;0
20160408:0155;0
20160408:0255;0
20160408:0355;0
20160408:0455;0
20160408:0555;2518,45
20160408:0655;12235,43
20160408:0755;24692,32
20160408:0855;32454,7
20160408:0955;17534,46
20160408:1055;26498,17
20160408:1155;39457,09
20160408:1255;11926,93
20160408:1355;37365,65
20160408:1455;14925,03
20160408:1555;22901,65
20160408:1655;10661,49
20160408:1755;1439,56
20160408:1855;0
20160408:1955;0
20160408:2055;0
20160408:2155;0
20160408:2255;0
20160408:2355;0
20160409:0055;0
20160409:0155;0
20160409:0255;0
20160409:0355;0
20160409:0455;0
20160409:0555;1278,28
20160409:0655;12844,93
20160409:0755;25256,1
20160409:0855;35478,38
20160409:0955;28792,56
20160409:1055;38915,72
20160409:1155;27755,07
20160409:1255;22160,06
20160409:1355;17673,76
20160409:1455;5412,22
20160409:1555;5862,41
20160409:1655;3800,31
20160409:1755;0
20160409:1855;0
20160409:1955;0
20160409:2055;0
20160409:2155;0
20160409:2255;0
20160409:2355;0
20160410:0055;0
20160410:0155;0
20160410:0255;0
20160410:0355;0
20160410:0455;0
20160410:0555;3001,93
20160410:0655;13905,63
20160410:0755;26123,42
20160410:0855;36726,89
20160410:0955;44502,69
20160410:1055;49052,11
20160410:1155;50306,14
20160410:1255;48124,38
20160410:1355;42774,36
20160410:1455;34398,2
20160410:1555;23541,36
20160410:1655;11522,54
20160410:1755;1614,84
20160410:1855;0
20160410:1955;0
20160410:2055;0
20160410:2155;0
20160410:2255;0
20160410:2355;0
20160411:0055;0
20160411:0155;0
20160411:0255;0
20160411:0355;0
20160411:0455;0
20160411:0555;1576,26
20160411:0655;7331,78
20160411:0755;3459,63
20160411:0855;9537,62
20160411:0955;16858,34
20160411:1055;17337,65
20160411:1155;33811,7
20160411:1255;14587,62
20160411:1355;20651,83
20160411:1455;7614,47
20160411:1555;8617,7
20160411:1655;11988,73
20160411:1755;1783,06
20160411:1855;0
20160411:1955;0
20160411:2055;0
20160411:2155;0
20160411:2255;0
20160411:2355;0
20160412:0055;0
20160412:0155;0
20160412:0255;0
20160412:0355;0
20160412:0455;0
20160412:0555;3406,89
20160412:0655;11969,77
20160412:0755;21652,39
20160412:0855;16491,92
20160412:0955;19634,77
20160412:1055;45353,08
20160412:1155;25656,09
20160412:1255;23900,88
20160412:1355;38010,09
20160412:1455;28906,24
20160412:1555;23662
20160412:1655;8832,6
20160412:1755;2388,3
20160412:1855;0
20160412:1955;0
20160412:2055;0
20160412:2155;0
20160412:2255;0
20160412:2355;0
20160413:0055;0
20160413:0155;0
20160413:0255;0
20160413:0355;0
20160413:0455;0
20160413:0555;2576,36
20160413:0655;12852,95
20160413:0755;25720,81
20160413:0855;36331,92
20160413:0955;40286,4
20160413:1055;38288,87
20160413:1155;41935,87
20160413:1255;31116,15
20160413:1355;31211,91
20160413:1455;2110,34
20160413:1555;15628,83
20160413:1655;9279,84
20160413:1755;1712,63
20160413:1855;0
20160413:1955;0
20160413:2055;0
20160413:2155;0
20160413:2255;0
20160413:2355;0
20160414:0055;0
20160414:0155;0
20160414:0255;0
20160414:0355;0
20160414:0455;0
20160414:0555;3953,87
20160414:0655;13649,96
20160414:0755;27068,21
20160414:0855;36623,15
20160414:0955;44263,62
20160414:1055;45093,31
20160414:1155;49880,68
20160414:1255;31697,15
20160414:1355;18007,42
20160414:1455;10467,01
20160414:1555;10299,26
20160414:1655;1687,16
20160414:1755;270,18
20160414:1855;0
20160414:1955;0
20160414:2055;0
20160414:2155;0
20160414:2255;0
20160414:2355;0
20160415:0055;0
20160415:0155;0
20160415:0255;0
20160415:0355;0
20160415:0455;0
20160415:0555;4144,3
20160415:0655;15301,07
20160415:0755;28088,79
20160415:0855;33643,84
20160415:0955;26134,29
20160415:1055;43540,78
20160415:1155;40927,38
20160415:1255;1656
20160415:1355;44207,8
20160415:1455;36089,3
20160415:1555;15829,96
20160415:1655;13258,76
20160415:1755;2907,62
20160415:1855;0
20160415:1955;0
20160415:2055;0
20160415:2155;0
20160415:2255;0
20160415:2355;0
20160416:0055;0
20160416:0155;0
20160416:0255;0
20160416:0355;0
20160416:0455;0
20160416:0555;2677,34
20160416:0655;10125,12
20160416:0755;9056,17
20160416:0855;15177,88
20160416:0955;15822,24
20160416:1055;13189,35
20160416:1155;10782,63
20160416:1255;49244,3
20160416:1355;44632,38
20160416:1455;24577,98
20160416:1555;21541,44
20160416:1655;8779,94
20160416:1755;412,44
20160416:1855;0
20160416:1955;0
20160416:2055;0
20160416:2155;0
20160416:2255;0
20160416:2355;0
20160417:0055;0
20160417:0155;0
20160417:0255;0
20160417:0355;0
20160417:0455;0
20160417:0555;3806,86
20160417:0655;15093,23
20160417:0755;29450,19
20160417:0855;33910,72
20160417:0955;16757,7
20160417:1055;37446,85
20160417:1155;35122,69
20160417:1255;20518,27
20160417:1355;36790,24
20160417:1455;24902,49
20160417:1555;17248,91
20160417:1655;3199,44
20160417:1755;3392,52
20160417:1855;0
20160417:1955;0
20160417:2055;0
20160417:2155;0
20160417:2255;0
20160417:2355;0
20160418:0055;0
20160418:0155;0
20160418:0255;0
20160418:0355;0
20160418:0455;0
20160418:0555;5421,26
20160418:0655;17487,19
20160418:0755;29908,46
20160418:0855;40108,18
20160418:0955;47359,06
20160418:1055;51424,54
20160418:1155;52566,51
20160418:1255;50496,36
20160418:1355;45191,8
20160418:1455;37157,18
20160418:1555;26463,08
20160418:1655;14096,75
20160418:1755;3405,46
20160418:1855;0
20160418:1955;0
20160418:2055;0
20160418:2155;0
20160418:2255;0
20160418:2355;0
20160419:0055;0
20160419:0155;0
20160419:0255;0
20160419:0355;0
20160419:0455;0
20160419:0555;5593,56
20160419:0655;17491,8
20160419:0755;29560,76
20160419:0855;39341,94
20160419:0955;46175,4
20160419:1055;50143,33
20160419:1155;51196,44
20160419:1255;49181,43
20160419:1355;44366,37
20160419:1455;36642,19
20160419:1555;26211,21
20160419:1655;14302,84
20160419:1755;3581,49
20160419:1855;0
20160419:1955;0
20160419:2055;0
20160419:2155;0
20160419:2255;0
20160419:2355;0
20160420:0055;0
20160420:0155;0
20160420:0255;0
20160420:0355;0
20160420:0455;0
20160420:0555;5334,23
20160420:0655;18057,64
20160420:0755;30474,27
20160420:0855;40926,77
20160420:0955;48499,49
20160420:1055;53119,87
20160420:1155;54170,72
20160420:1255;51848,31
20160420:1355;46125,37
20160420:1455;37278,32
20160420:1555;17789,93
20160420:1655;9224,09
20160420:1755;3390,4
20160420:1855;0
20160420:1955;0
20160420:2055;0
20160420:2155;0
20160420:2255;0
20160420:2355;0
20160421:0055;0
20160421:0155;0
20160421:0255;0
20160421:0355;0
20160421:0455;0
20160421:0555;3311,12
20160421:0655;11272,28
20160421:0755;24535,5
20160421:0855;37607,23
20160421:0955;40571,08
20160421:1055;45757,36
20160421:1155;45765,49
20160421:1255;47047,22
20160421:1355;25674,3
20160421:1455;12498,05
20160421:1555;13260,99
20160421:1655;8499,32
20160421:1755;2337,12
20160421:1855;0
20160421:1955;0
20160421:2055;0
20160421:2155;0
20160421:2255;0
20160421:2355;0
20160422:0055;0
20160422:0155;0
20160422:0255;0
20160422:0355;0
20160422:0455;0
20160422:0555;1462,1
20160422:0655;4140,86
20160422:0755;11830,96
20160422:0855;23894,67
20160422:0955;15972,62
20160422:1055;18209,28
20160422:1155;24190,66
20160422:1255;23073,48
20160422:1355;26459,21
20160422:1455;15490,83
20160422:1555;13740,48
20160422:1655;6028,33
20160422:1755;2698,03
20160422:1855;0
20160422:1955;0
20160422:2055;0
20160422:2155;0
20160422:2255;0
20160422:2355;0
20160423:0055;0
20160423:0155;0
20160423:0255;0
20160423:0355;0
20160423:0455;0
20160423:0555;1049,73
20160423:0655;4134,79
20160423:0755;6993,35
20160423:0855;21751,79
20160423:0955;19354,89
20160423:1055;15686,79
20160423:1155;16233,78
20160423:1255;20847,14
20160423:1355;20983,92
20160423:1455;23475,55
20160423:1555;13819,02
20160423:1655;3912,51
20160423:1755;1124,71
20160423:1855;0
